DNI#INT,Nombre#STRING,CUI#INT,Escuela#STRING
46143428,"Martinez Gómez Agustín Concepción",20205051,Ingeniería Civil
17602648,"Figueroa Agudelo Federico Ana Liz",20175565,Ingeniería Electrónica
70981974,"Rodriguez Méndez Celia Thiago Gabriel",20224236,Trabajo Social
24448997,"Aguero Rojas Antônio Yan",20180023,Comunicación Social
62144854,"Castro Correa Ruth Ligia",20217259,Ingeniería Eléctrica
10157231,"Moreno Almeida Encarnacion Yéssica",20231935,Psicología
11034897,"Puentes Crespo Chus Jerónimo",20223716,Ingeniería Eléctrica
31240733,"Ávalos Moura Ariadna Liliana",20221609,Biología
32212539,"Soto Cornejo Rosario Felix",20224325,Contabilidad
89780953,"Gaya Aguilar Fanny Conchita",20242785,Ingeniería Mecánica
56353029,"Carro López Ingrid Anacleto",20188131,Contabilidad
61074717,"Martins Rodriguez Alejandra Ilse",20212864,Ingeniería Eléctrica
36060753,"Moura Gomes Luna Olimpia",20205355,Educación Primaria
80322939,"Nuñez Rivero Facundo Carlos",20213826,Medicina Humana
86722179,"Esparza Teixeira Cristian Máximo",20224346,Ingeniería Industrial
26780767,"Souza Ochoa Rufino Lorenzo",20255603,Economía
12319140,"Borges Granados Felipe Yésica",20233046,Física
83951659,"Doménech Ulibarri Arley Salvador",20229582,Enfermería
80231636,"Carrión Niño Catalina Juan",20174050,Farmacia y Bioquímica
28860920,"Campos da Rosa Augusto Manuel",20205554,Educación Primaria
65144818,"Perales Guerrero Antonia Theo",20187818,Economía
70931688,"Martínez Pastor Encarna Marcela",20217356,Medicina Humana
67865266,"Moreno Mejía Esteban Homero",20242385,Contabilidad
86184586,"Pantoja Llabrés Guiomar Lupita",20189934,Administración
62913776,"Rosales Múñiz Malena Luis",20210753,Medicina Humana
31075625,"Goicoechea Jiménez João Felipe José Manuél",20241846,Administración
94391192,"Aragão Londoño David Joaquin",20186328,Economía
49779289,"Mejía Cortes Lola Uma ",20238494,Enfermería
72184702,"Garcia García Ramiro Eduardo",20227045,Biología
44352772,"Gonçalves González Diogo Agustín",20229705,Ingeniería de Sistemas
30086807,"Nunes Vendrell Isaías Paz",20235362,Trabajo Social
17845317,"Farias da Costa Carlos Carlos",20178752,Física
39977725,"Canet Ortiz Sandra Emiliano",20255884,Farmacia y Bioquímica
18217119,"Ferreira Rios Nico Isabella",20191321,Historia
53164454,"Moraes da Mota Tiziano Jaqueline",20255653,Historia
29531365,"Abreu Hierro Maitê Calebe",20223745,Comunicación Social
78927220,"Mercado Alves Albina Felipe",20255510,Biología
76611892,"Fernandez Zayas Theo Juana",20242098,Ingeniería Eléctrica
71386509,"Angarita Valdés Porfirio Dora",20198250,Ingeniería Mecánica
10213890,"Rojas Gonzalez Eugenia Adalberto",20247009,Sociología
51544167,"Rojas Cavazos Liz Bruna",20213468,Sociología
17005225,"Peixoto Suárez Pilar Leonor",20198743,Historia
64100570,"Ruiz Martinez Valentina Fernando",20193882,Sociología
75619917,"Rael Durán Andrea Ramón",20238245,Administración
88718113,"Martinez Martínez Pedro Heloísa",20223927,Ingeniería Mecánica
47818799,"Pérez Gomez Carlos Eduardo Valentina",20247144,Química
85168122,"Benitez Río Fortunato Jorge Luis",20250349,Educación Secundaria - Matemática y Física
99536160,"Torres Arevalo Maria Luiza María José",20233486,Ingeniería Electrónica
24489787,"Ramirez Alves Petrona Simon",20241027,Contabilidad
61869847,"Sánchez Bedoya Martina Jazmin",20181286,Medicina Humana
68826004,"Estrada Ramos Didier Pedro",20228956,Química
44554402,"Dueñas Sarmiento Hellena Elías",20181241,Ingeniería Mecánica
64041100,"Albuquerque Torres Camilo Cristobal",20174893,Biología
80429507,"Badía Hierro Conchita Vinicio",20198430,Biología
85997761,"Gonzalez Figueroa León Manuel",20177670,Ingeniería Civil
98879224,"Ruiz Maestas Itziar María",20206713,Arquitectura
67622176,"Ardila Garcia Kaique Ramón",20177349,Derecho
85742698,"Siqueira Bertrán Esneider Ana Lívia",20216074,Ingeniería Electrónica
95492300,"Ramirez Vieira María José Pedro",20239463,Ingeniería Electrónica
35906935,"Figueroa Lucero Germán Vitória",20187798,Psicología
94679884,"Barajas Santana Uma  Jenny",20180927,Ingeniería Electrónica
68049842,"Zaragoza Cordoba Margarita Pepita",20240292,Sociología
14976500,"Carmona Cavalcante Mateo Juan David",20223738,Educación Inicial
21289282,"Diaz Goñi Marina Felipe",20187120,Educación Primaria
65040194,"López Díaz Sara Isabella",20204065,Educación Inicial
57632782,"Nascimento Ruiz Emilia Leonardo",20215602,Contabilidad
19162037,"Torres Hinojosa Josefina Fernanda",20197246,Sociología
45109577,"Cortés Maza María José Luis",20224434,Biología
67076442,"Arias Nieves Josué Agustina",20211434,Literatura y Lingüística
23194744,"Carbajal Souza Fabricio Bárbara",20177122,Ingeniería Civil
82657141,"Guillén Flores Henry Rolando",20209357,Ingeniería de Sistemas
99614783,"Henríquez Amador Emilia Gladys",20177073,Matemáticas
17210384,"Amaya Peña Juan Gabriel Esperanza",20247692,Educación Secundaria - Matemática y Física
42122550,"Guajardo da Cunha Rufino Davi Lucas",20240289,Educación Secundaria - Matemática y Física
52903863,"Silva Benavente José Emilio Amanda",20185045,Medicina Humana
96558723,"Partida Serrato Gustavo Henrique Clara",20218515,Ingeniería Industrial
88708226,"Monteiro Diaz Olivia Victoria",20170785,Ingeniería Eléctrica
45706896,"Ortiz Lopez Lorena José",20214320,Arquitectura
49047898,"Barreto Melo Carmen Silvia",20210514,Física
73133305,"Molina Pacheco Maria Alice Gabriel",20186745,Educación Secundaria - Matemática y Física
81397021,"Bueno Flores Judith Fernando",20245510,Ingeniería Geológica
38458109,"Castañeda Luna Maya Arturo",20179689,Derecho
11933727,"Rocha Vargas Maria Emilia Trini",20170721,Ingeniería Geológica
72084182,"Ramirez Alves Kaique Gertrudis",20205726,Derecho
18512087,"Diaz Gimenez Galo Mateo Benjamin",20247016,Odontología
41840254,"Siqueira Mansilla Candelaria Trinidad",20219954,Matemáticas
81090706,"Cardoso Novaes Inés Horacio",20217327,Ingeniería Mecánica
11473439,"Berríos Vargas Jesús Francisco",20259706,Ingeniería Eléctrica
59364277,"Cardozo Amor Priscila Renata",20216268,Farmacia y Bioquímica
30230185,"Rocha Sierra Vera Yamile",20230773,Ingeniería Industrial
52895781,"Perdomo Borrell Felix Mary",20179524,Ingeniería Civil
99856977,"Garcia Tirado Estela Sarah",20209843,Ingeniería Geológica
35275240,"Niño Luna Arthur Heitor",20225963,Ingeniería Eléctrica
44404692,"Botella Fernandez Bárbara Isabella",20241953,Odontología
51051025,"Fajardo Malo Emanuelly Socorro",20228359,Ingeniería Electrónica
62917553,"Hernández Torres Morena Martha",20236015,Contabilidad
91174290,"Aparicio Ferrández Alba José",20249518,Educación Primaria
18885690,"Novaes Guerrero Víctor Domingo",20224743,Administración
40547375,"Fernandez Caicedo Maria Victoria Clarice",20234522,Medicina Humana
87137328,"Sánchez Peixoto María Elena Benjamin",20174543,Medicina Humana
52039315,"Teruel Vélez Adelina Brenda",20183512,Economía
75084406,"Bustos Ortiz Nelly Giovanna",20235141,Biología
16081691,"Oliveira Moreno Nancy Teresa",20188260,Ingeniería Civil
90506498,"Gimenez Navarro Araceli Febe",20249998,Ingeniería Ambiental
92678306,"Cañete Gonzalez Patricia Ísis",20204893,Ingeniería Industrial
40046994,"Bermúdez Alfaro Claudia Vitor Hugo",20213622,Matemáticas
99826724,"Lima Martínez Danilo Sofia",20240435,Economía
76387273,"Cruz Diaz Francisco Valentino",20189513,Comunicación Social
13968158,"Centeno Sanchez Noah Juan Ignacio",20230218,Administración
60994148,"da Rocha Ferrán Nicolas Juana",20247067,Educación Secundaria - Matemática y Física
85446684,"León Aragón Julio César Rhavi",20234370,Derecho
43549532,"Cardona Bernal Isabel Daniela",20204749,Literatura y Lingüística
73687334,"Ayala Viera Amador Florentino",20243225,Ingeniería Civil
62194447,"Almaraz Vazquez Jhon Juana",20242532,Educación Primaria
65862183,"Cintrón Díaz Benício Sophie",20200277,Educación Secundaria - Matemática y Física
21180039,"da Conceição Alcolea Esteban Cornelio",20244129,Ingeniería Ambiental
18060959,"Costa Jiménez Lunna Manuel",20229459,Educación Inicial
45786996,"Benavides Gomez Silvestre Helena",20241354,Matemáticas
45730274,"Goicoechea Fonseca Humberto Anselma",20199228,Arquitectura
92431103,"Cruz Navarro Valentin Isabel",20189321,Comunicación Social
42791842,"Ocaña Aguilera Elías Isabel",20247556,Odontología
84398940,"Borrell da Paz Teodora Davi Lucas",20200174,Educación Secundaria - Matemática y Física
28634605,"Moura da Conceição Kike Alexia",20177024,Derecho
33183431,"Roldan Barbosa Eduardo Santino",20240623,Odontología
21447868,"Sebastián Bueno Marco Andrés",20208509,Enfermería
11119649,"Barbosa Porto Hellena Trini",20200204,Química
40638401,"Donoso Juarez Candela Libia",20188253,Sociología
87909487,"Bayón Romero Liliana Nayara",20187122,Literatura y Lingüística
63954193,"Sánchez Costa Luciano Robert",20231405,Ingeniería Electrónica
86211519,"Lopez Villegas Bautista José Miguel",20176599,Economía
95791499,"Sánchez Quezada Isabella Jazmín",20185695,Educación Primaria
45385308,"Benitez Rojas Tito Milo",20214718,Ingeniería Ambiental
68138873,"Escribano Ojeda Bibiana Gerónimo",20233420,Enfermería
94874910,"Trejo Alvarez Joaquín Juan",20257192,Biología
22073850,"Torres Benitez Camilo Rosario",20171667,Enfermería
65885595,"Zepeda Gimenez Manuel Brenda",20185396,Historia
25354785,"Garzón Sandoval Augusto Alana",20253511,Economía
31854014,"Moreno Pacheco María Rosa",20187778,Ingeniería Industrial
44326333,"Diaz Novaes Bernardo Dante",20214387,Ingeniería Civil
83639544,"Dias Cedillo Kevin Linda",20182186,Enfermería
17922731,"Pozuelo Quiroga María Beatriz",20176505,Arquitectura
87230972,"Murcia Ferreira Lilia Abraham",20222612,Ingeniería Electrónica
96749938,"Angulo Brito Santino Mora",20216909,Ingeniería Eléctrica
14950120,"Téllez Tórrez Selena Olivia",20212069,Química
63556960,"Nava Marroquín Óscar Mayerly",20249571,Educación Inicial
80986911,"Viana Vega Celia Isabella",20256886,Ingeniería Geológica
36359668,"Sáez Morales Alberto Jean",20230937,Economía
70958866,"Niño González Roberto Margarita",20175987,Ingeniería Industrial
88245875,"Catalá Rodriguez Lorenzo Carolina",20194883,Matemáticas
46698832,"Gutierrez das Neves Jonatan Valentina",20178753,Contabilidad
49228785,"Chico Hernández Eduardo Rocío",20231788,Ingeniería de Sistemas
92888484,"Acosta Novoa Remedios Mateo Benjamin",20220599,Derecho
90657344,"Armas Mares Aldonza Isabel",20212648,Ingeniería Eléctrica
82208278,"Gastélum Rojas Eligia Jordi",20206373,Enfermería
43394184,"Espino Cobos Felipe Encarnita",20204857,Psicología
19578678,"Roldan Torralba Ignacio Alonso",20183323,Historia
77311400,"Obando Lucero César Luiz Fernando",20209584,Biología
52092198,"Guzman Freitas Noah Maria Emilia",20176031,Química
49138903,"Nogués Benitez Luis Che",20257797,Ingeniería Electrónica
98464585,"Ochoa Camacho Lautaro Ezequiel Luz Milagros",20188406,Farmacia y Bioquímica
78480015,"Concepción Quero Felipe Mario",20184897,Educación Secundaria - Matemática y Física
28880942,"Murcia Almeida Ariadna Ofelia",20193394,Ingeniería Civil
12756876,"da Luz Sanches Isis Dario",20196085,Biología
90067834,"Aguirre Murcia Jenny María Belén",20235970,Contabilidad
77252981,"Cortez Rosales Zacarías Josefina",20175452,Derecho
41631209,"Muñoz Serrano Paloma Jeremias",20259488,Enfermería
96134252,"Vela Galindo Fernando Gustavo",20220185,Economía
29531317,"Ferrando Arango Andrés Frida",20197056,Ingeniería Geológica
14423173,"Muñoz Rojas Luana Mia",20198181,Derecho
90578736,"Montaño Sampaio María Teresa Blanca",20239697,Biología
96415303,"Ramirez Maldonado Benjamin Laís",20238335,Educación Primaria
74340469,"Fernández Mascaró Serafín Gerardo",20200912,Historia
62649643,"da Conceição Montes Luiz Fernando Magdalena",20184118,Contabilidad
60617564,"Ariza Cirino Camila Sebastián",20182724,Ingeniería Ambiental
19108106,"Cabrera Rodarte Paulo Isabela",20238257,Matemáticas
54544374,"Peralta Carrizo Roberto Sofia",20239486,Odontología
79750732,"Rivera Ramírez Bautista Candela",20197054,Comunicación Social
28398500,"Fernandes Velandia Facundo Constanza",20190467,Farmacia y Bioquímica
42503271,"Alfonso Elorza Ian Walter",20188732,Sociología
15158420,"Godoy Jaimes Victorino Pietra",20239535,Trabajo Social
20812768,"Ferreira Delgado Francisco Javier Marco",20237527,Medicina Humana
39298115,"Ortega Rodriguez Ana Luis",20214762,Farmacia y Bioquímica
51111981,"Nascimento Nuñez David Sabas",20219409,Administración
17160752,"Rosell Leão Ana Sophia Feliciano",20231929,Enfermería
89140242,"Peixoto Orozco Ana Cecília Valentino",20249343,Ingeniería Ambiental
35402575,"Gimenez López Maria Clara Eugenio",20253809,Educación Inicial
80219384,"Navarrete Soto Perla Darío",20190381,Trabajo Social
48903046,"Castro Diaz María Teresa Augusto",20192035,Ingeniería de Sistemas
52621504,"Morales Sosa Antony Laura",20249005,Ingeniería Geológica
77504943,"Suárez Machado Pilar Carlito",20174757,Biología
14292006,"Pimenta Duarte Roberto Pepita",20170538,Matemáticas
27285736,"Romero Gutiérrez Isaac Angelina",20178274,Ingeniería Industrial
42852622,"Rivero Suarez Priscila Trinidad",20201230,Enfermería
67432056,"Sevilla Bejarano Bautista Marcos Vinicius",20221832,Matemáticas
61905364,"Ferreyra Morales Thiago Vicente",20251350,Ingeniería Industrial
93949962,"Barrios Luna Omar Antonella",20242138,Historia
74086167,"Freitas Mateu Alexander Inés",20205336,Farmacia y Bioquímica
20846954,"Nogueira Correa Raquel Mireia",20180206,Ingeniería Civil
93411831,"Castillo Vega Georgina Bruno",20183288,Medicina Humana
86559758,"Diego Serna María Luisa Ana Clara",20242803,Literatura y Lingüística
67339176,"Ocampo da Luz Samuel Alicia",20208983,Trabajo Social
55402337,"Rodriguez Briones Pablo Virginia",20207230,Ingeniería Ambiental
40723290,"Tejeda Machado Bautista Carmen",20195511,Ingeniería Electrónica
23030114,"Melo Escobar Amparo Constanza",20205984,Ingeniería Geológica
21479809,"Galán Pereira Octavio Valentina",20202579,Ingeniería Industrial
28577515,"Mendizábal Arenas Carmen Davi Luiz",20221742,Farmacia y Bioquímica
67928931,"Lozano Sousa Uma  Camila",20230957,Derecho
79084117,"Castro Barros Juan Pablo Alice",20222156,Administración
90919975,"Esparza Gallegos Vitor Milena",20221546,Historia
90698793,"Paez Ramirez Felipe Juanito",20191047,Arquitectura
27508351,"Peixoto Jesus Dante Lourdes",20215605,Ingeniería Electrónica
15777983,"Ramos Campos Julián Francisco",20173291,Matemáticas
76453773,"Quiroga Castro Ricarda María",20254939,Sociología
30740215,"Vallejo Díaz Federico Bonifacio",20230776,Psicología
21784800,"Corrales Pimenta Armando Belen",20241908,Literatura y Lingüística
35375825,"Mena Vigil Rosa Ravi Lucca",20181544,Ingeniería Industrial
59835811,"Rodríguez Pimenta Dylan Ezequiel Candelaria",20173705,Psicología
82448020,"Neira Valdés Joaquin Bruna",20254495,Ingeniería Geológica
29538552,"Mesa Fonseca Matteo Luisa",20191854,Educación Secundaria - Matemática y Física
68277868,"Pinto Ferrán Zoe Valentina Gabriel",20189061,Química
93443667,"Pimenta Vieira José Olga",20238618,Educación Secundaria - Matemática y Física
93791053,"Gonzalez Zaragoza Luisa Nina",20223195,Ingeniería Civil
51321043,"Paez Parra Margarita Mariana",20201357,Ingeniería Eléctrica
93180313,"Llamas Tormo Rodolfo Cynthia",20230400,Ingeniería Ambiental
41854934,"Lebrón Ulloa Carlos Breno",20255717,Sociología
57553709,"Reyes Borges Mateo Valentin José",20174948,Derecho
54949246,"Santana Pla Pedro Maria Sophia",20223355,Biología
55148027,"Carranza Ramírez Alexia Maria Isis",20223004,Ingeniería Eléctrica
59025625,"Melo Martínez Luciano Benjamin Isabel",20238375,Historia
92958352,"Nunes Acosta Agustina José",20231712,Economía
26910759,"Guerrero Castro Rhavi Conchita",20175680,Literatura y Lingüística
68651066,"Leão Vega Lucía Salvador",20203232,Historia
56808261,"Salas Zedillo Lucas Amancio",20173043,Trabajo Social
86272014,"Suarez Quiñones Lope Valentina",20248686,Ingeniería Industrial
28144674,"Rosero Busquets Maria Liz Julián",20178996,Medicina Humana
87218200,"Ávila Beltran Melissa Juan Manuel",20192857,Ingeniería Ambiental
76493161,"Pallarès López Raquel Aldonza",20244260,Psicología
49895654,"Ruiz Mendoza Victorino Pilar",20194144,Medicina Humana
17111845,"Aparecida Benavides Vicente Andrés",20223487,Administración
69547487,"Ferrándiz Romero Israel Gino",20188789,Contabilidad
33200136,"Requena Narváez Valentin Ana Laura",20199012,Psicología
12438249,"Estévez Llorens Marco Gael",20175138,Psicología
97485375,"Moya Oliva Aylla Sara",20246745,Arquitectura
70307079,"Aguilar Rios Mathias Léo",20238512,Literatura y Lingüística
14015303,"Corbacho Parra Paulina Carlos",20210834,Ingeniería Industrial
30757570,"Zapata Rios Augusto Beatriz",20227109,Medicina Humana
38527889,"Cano Silva Juana Benjamin",20187671,Enfermería
78472523,"Rios Ayala Petrona Timoteo",20246810,Historia
43806476,"Vázquez Pichardo Mauricio Mireya",20171266,Farmacia y Bioquímica
19639117,"Lozano Rojas Carolina Julieta",20257890,Comunicación Social
91239024,"Urrutia Bolaños Brayan Yuly",20229166,Educación Primaria
77629336,"Rivera Pimenta Maria Isis Francesca",20259564,Sociología
87129005,"Martinez Lima Luz Hilda",20227111,Medicina Humana
77798253,"Navarro Valdivia Martín Alvaro",20231648,Contabilidad
